,Unnamed: 0,Message,Spam
296,296,"spamassassin is hurting democracy! owen --------------------------------------------------------------------------------------------------------------------- http://www.bayarea.com/mld/mercurynews/news/opinion/3900215.htm internet can level the political playing field by mike mccurry and larry purpuro not many months from now, people across the country will experience one of the great recurring features of american democracy. at shopping malls, on factory floors, at church socials and even on our front stoops, we will be approached by individuals who want to represent us in public office. while chances are high that we won't know them personally, they will walk up to us, offer a handshake and a flier and ask for our votes. just as technology is affecting every other area of communication, it has begun to affect the way political candidates communicate with voters. in this year's gop gubernatorial primary, california secretary of state bill jones, who faced better-funded candidates, acquired the e-mail addresses of more than a million potential california voters and sent each an unsolicited e-mail asking for support. that day, he might have chosen any of the more traditional -- and more expensive -- methods of contacting voters, such as direct mail, radio spots or tv ads. but he spent only about 2 cents per message, instead of 35 cents or more per message for direct mail or in another medium. had jones chosen direct mail, radio or tv, that communication would have been equally ``unsolicited,'' as defined in the e-mail world. few voters would have ``opted in'' to receive campaign information from jones through any of those channels. the response to jones' e-mail effort, however, was swift and intense. he was lambasted by anti-spam advocates, and media coverage was almost entirely negative. to be fair, some of jones' tactics could have been refined. he used a less-than-perfect list and no standard-practice ``paid for'' disclaimer in the message. his detractors, however, attacked him not for his tactical miscues but because the e-mail was sent unsolicited. in fact, jones' online campaign may have been his most visible asset. in an era of cynicism toward money in politics -- money typically spent on other unsolicited communication mediums -- jones tried to level the playing field. no one likes commercial spam. it is irrelevant and untargeted and can be highly intrusive and even offensive. but as a sophisticated society, it's time to differentiate commercial spam from very different unsolicited e-mail sent by political candidates to voters. the debate is particularly relevant in light of legislation in congress that would constitute the first federal law to directly address spam. we believe e-mail is no more intrusive than direct mail, telemarketing or tv advertising when it comes to politicians seeking to reach voters. a simple link in good e-mail campaigns allows recipients to opt out of future mailings. direct mail takes at least a phone call or stamp to be taken off a list, and viewers must repeatedly endure tv ads. when a candidate lacks a large campaign war chest, he or she can use the internet to provide constituents with information to better prepare them to perform their civic duty of casting educated votes. with more than 60 percent of all potential voters in this country possessing e-mail accounts, it makes sense that political candidates use this medium. candidates might avoid some of the tactical problems encountered by the jones campaign if they use the technologies available today that better ensure quality of e-mail lists and target content to specific recipient groups. but the broader point remains. when a political candidate sends a voter an e-mail, that recipient can choose to delete the message without opening it, unsubscribe from the list, read it or even reply and engage the sender. that choice should belong to the voter -- not to anti-spam advocates whose efforts are better focused on commercial e-mail. political candidates should be free to communicate with voters as best they can, and let voters decide what to do with that information. -------------------------------------------------------------------------------- mike mccurry, former press secretary for president clinton, is ceo of an advocacy management and communications software company. larry purpuro, the former republican national committee deputy chief of staff, is founder and president of a political e-marketing firm. this was written for the los angeles times. http://xent.com/mailman/listinfo/fork",0
297,297,"on fri, aug 23, 2002 at 03:03:05pm -0400, rose, bobby wrote: > if you didn't add it when compile would be one way. another would be to > grep your sendmail.cf for the word milter. i don't know if there's a sendmail-ish way (it's not in the -d0.1 output), but this should work: $ strings `which sendmail` | grep -i milter if you get a long list of function/message looking phrases, milter is built-in. if you get something like: warning: filter usage ('x') requires milter support (-dmilter) milter warning: option: %s requires milter support (-dmilter) @(#)$id: milter.c,v 1.1.1.2 2002/03/12 18:00:36 zarzycki exp $ then it's not built-in. :) -- randomly generated tagline: ""m: can anyone tell us the lesson that has been learned here? s: yes master, not a single one of us could defeat you. m: you gain wisdom child ... "" - the frantics",0
298,298,"url: http://www.newsisfree.com/click/-6,8572778,215/ date: 2002-10-05t03:05:36+01:00 briton richard reid pleads guilty to attempting to blow up flight.",0
299,299,"url: http://www.newsisfree.com/click/-2,8428489,215/ date: 2002-10-01t11:41:00+01:00 *talk:* join the discussion on the web's liveliest talkboards.",0
300,300,"halloechen! i have requires: saxon >= 6.5.1 conflicts: saxon >= 7 in my spec file. but apparently rpm ignores all version numbers. so, requires: saxon >= 6.5.1 # conflicts: saxon >= 7 would install even with saxon-3.0.0, and # requires: saxon >= 6.5.1 conflicts: saxon >= 7 wouldn't install even with saxon-6.5.2. what could be the reason for this? tschoe, torsten. _______________________________________________ rpm-list mailing list <rpm-list@freshrpms.net> http://lists.freshrpms.net/mailman/listinfo/rpm-list",0
301,301,"----- original message ----- from: ""gary lawrence murphy"" <garym@canada.com> > ... and the one thing i think we've learned in all that time is that, > as a help-desk, it doesn't work. i'm not sure they are doing strictly help-desk stuff. but the whole 'who in their right mind would use that? it doesn't have all these cool features!' isn't always a guarantee of failure - maybe there is a strength in this approach (agents and/or im as ui) than can find a nich application space. > > in all the prolog-based nl database query systems of the 1980's and > other later chatterbot helpdesk projects like shallow red, even > simpler tries like ask jeeves, people very quickly know they're > talking to a robot, and the queries anneal to short, truncated and > terse database-like verb-noun or just noun-keyword requests. kind of like a web query - and with google, someone else can turn them into a link so you don't even have to type anything. > > people are just too quick to adapt, and too impatient to forgive a > clunky interface, and for now, especially when the /average/ computer > user still can't type more than maybe 5-10wpm, nl is a painfully slow > clunky interface. yes - true true. > > put it this way: would you login, wake the bot and ask for the seattle > weather, or would you do as we /all/ do and just click the weather > icon sitting there on your desktop? what about a situation where you don't directly ask/talk to the bot, but they listen in and advise/correct/interject/etc? example: two people discussing trips, etc. may trigger a weather bot to mention what the forecast says - without directly being asked.",0
302,302,"use perl daily newsletter in this issue: * two oscon lightning talks online +--------------------------------------------------------------------+ | two oscon lightning talks online | | posted by gnat on friday august 30, @18:37 (news) | | http://use.perl.org/article.pl?sid=02/08/30/2238234 | +--------------------------------------------------------------------+ [0]gnat writes ""the first two oscon 2002 lightning talks are available from [1]the perl.org website. they are dan brian on ""what sucks and what rocks"" (in [2]quicktime and [3]mp3), and brian ingerson on ""your own personal hashbang"" (in [4]quicktime and [5]mp3). enjoy!"" this story continues at: http://use.perl.org/article.pl?sid=02/08/30/2238234 discuss this story at: http://use.perl.org/comments.pl?sid=02/08/30/2238234 links: 0. mailto:gnat@frii.com 1. http://www.perl.org/tpc/2002/ 2. http://www.perl.org/tpc/2002/movies/lt-1/ 3. http://www.perl.org/tpc/2002/audio/lt-1/ 4. http://www.perl.org/tpc/2002/movies/lt-2/ 5. http://www.perl.org/tpc/2002/audio/lt-2/ copyright 1997-2002 pudge. all rights reserved. ====================================================================== you have received this message because you subscribed to it on use perl. to stop receiving this and other messages from use perl, or to add more messages or change your preferences, please go to your user page. http://use.perl.org/my/messages/ you can log in and change your preferences from there.",0
303,303,"http://news.bbc.co.uk/1/hi/world/asia-pacific/2220132.stm tuesday, 27 august, 2002, 21:35 gmt 22:35 uk cambodia temple ruins yield treasure workers clearing dense jungle near the ruins of an ancient pagoda in northern cambodia have unearthed 31 buddha statues - 27 of them solid gold. the statues - which are 10 centimetres (4 inches) tall - are in good condition and believed to be hundreds of years old. they were found on saturday as workers were rebuilding the po pich temple about 100 km (65miles) north of the capital, phnom penh. the pagoda, in the batay district of kampong thom province, was torn down during the reign of the khmer rouge in the 1970s and the area became overgrown. community care deputy police chief of kampong thom province, hang sithim, said the statues - three of which were silver and one bronze - were buried in about one metre (3.4ft) of earth and each weigh around 500 grams (1lb). ''i think that these buddha statues had been buried hundreds of years ago, when the last temple was fully operating,"" mr hang sithim said. provincial authorities initially planned to take the statues to a nearby town for safekeeping, but opted to allow the buddhist community at the temple to take care of them. ''we believe they are safe there,'' said som somphat, deputy governor of kampong thom province. ''the people of po pich pledged to treat them with respect and honour.'' reign of terror a police guard has been placed around the site to protect it from looters. the khmer rouge waged civil war in cambodia between 1970 and 1998 and controlled the country between 1975 and 1979. the regime outlawed religion and destroyed many objects regarded as decadent or culturally impure. about two million people died in the khmer rouge's drive to turn cambodia into a farmers' utopia. ------------------------ yahoo! groups sponsor ---------------------~--> 4 dvds free +s&p join now http://us.click.yahoo.com/pt6ybb/nxieaa/mvfiaa/7gsolb/tm ---------------------------------------------------------------------~-> to unsubscribe from this group, send an email to: forteana-unsubscribe@egroups.com your use of yahoo! groups is subject to http://docs.yahoo.com/info/terms/",0
304,304,"url: e59c6ca5938fc27a6995e30fc10b6482 date: not supplied it came out a while ago, but ben hammersley reviewed amphetadesk and a few other free aggregators in his guardian article, working the web: newsreaders[1] . in more timely news, osdir[2], a repository of ""stable, open source apps"", has reviewed amphetadesk[3] and labels it an 'osdir.com preferred' app. they also give you the ability to rate amphetadesk[4] on a scale of 1-10. you can see the current rating here[5]. [1] http://www.guardian.co.uk/online/story/0,3605,781838,00.html [2] http://www.osdir.com/ [3] http://osdir.com/modules.php?op=modload&name=news&file=article&sid=34&mode=thread&order=0&thold=0 [4] http://osdir.com/modules.php?op=modload&name=downloads&file=index&req=ratedownload&lid=28&ttitle=%3ch3%3eshow%20your%20support%20for%20amphetadesk%3c/h3%3e %3ch3%3eshow%20your%20support%20for%20amphetadesk%3c/h3%3e"" [5] http://osdir.com/modules.php?op=modload&name=downloads&file=index&req=viewdownloaddetails&lid=28&ttitle=amphetadesk amphetadesk""",0
305,305,"doom 3 will be based on a peer to peer architecture says cmdrtaco quoting ant quoting carmack. greg http://slashdot.org/article.pl?sid=02/08/25/1310220 doom 3 will use p2p system? posted by cmdrtaco on sunday august 25, @09:19am from the i'll-believe-it-when-i'm-fragged-on-it dept. ant writes ""from page 6 of firingsquad's quakecon 2002 postmortem article: john carmack said something at the end of the q&a about how the multiplayer will be only four players? tim: after 2 hours of talking up at the podium, sometimes you leave a few details out. doom 3 multiplayer will be fully scalable. it will be a peer to peer system. we haven't started working on it yet. tell everyone not to panic - it will be fine. john just forgot to mention it'll be scalable past four players. it's hard to give a hard number because we haven't started working on it yet. right now we're focused on making doom 3 a kickass, over the top single player game."" http://xent.com/mailman/listinfo/fork",0
306,306,"russell turpin wrote: > on the receiving side, > my email client distinguishes between messages > that are read, and messages that are not. i like > to mark or save messages that are particularly > interresting or important to me. and even if i > make a point to delete ""suspicious material"" > immediately upon reading it, even that might > leave an interesting kind of trace on my machine. you choose to have your email client do that. you don't have to. short of palladium, you can do whatever you want with bytes you hold, including reading messages and erasing the traces. i'll buy a chocolate sundae for anyone who can show otherwise. an attacker might be able to verify that you *have* read a message (e.g. by seeing that you saved and edited a copy) but not that you *haven't*. if your email client was compromised you could put a packet sniffer on the line before downloading mail. if an attacker installed a packet sniffer sniffer, you could run it in a spoofing vm. the only exception to the rule that your machine belongs to you is -- maybe -- palladium. - lucas http://xent.com/mailman/listinfo/fork",0
307,307,"update of /cvsroot/spamassassin/spamassassin/t in directory usw-pr-cvs1:/tmp/cvs-serv4429/t modified files: db_based_whitelist.t db_based_whitelist_ips.t log message: fixed bug 1033: -r and -w were not respecting auto_whitelist_path index: db_based_whitelist.t =================================================================== rcs file: /cvsroot/spamassassin/spamassassin/t/db_based_whitelist.t,v retrieving revision 1.7 retrieving revision 1.8 diff -b -w -u -d -r1.7 -r1.8 --- db_based_whitelist.t 26 sep 2002 17:15:04 -0000 1.7 +++ db_based_whitelist.t 2 oct 2002 13:20:33 -0000 1.8 @@ -2,7 +2,7 @@ use lib '.'; use lib 't'; use satest; sa_t_init(""db_based_whitelist""); -use test; begin { plan tests => 3 }; +use test; begin { plan tests => 8 }; # --------------------------------------------------------------------------- @@ -16,17 +16,17 @@ %patterns = %is_nonspam_patterns; $scr_test_args = ""-m mail::spamassassin::dbbasedaddrlist""; -sarun (""--remove-addr-from-whitelist whitelist_test\@whitelist.spamassassin.taint.org"", \&patterns_run_cb); +ok (sarun (""--remove-addr-from-whitelist whitelist_test\@whitelist.spamassassin.taint.org"", \&patterns_run_cb)); # 3 times, to get into the whitelist: -sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb); -sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb); -sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb); +ok (sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb)); +ok (sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb)); +ok (sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb)); # now check ok (sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb)); ok_all_patterns(); %patterns = %is_spam_patterns; -sarun (""-l -a -t < data/spam/004"", \&patterns_run_cb); +ok (sarun (""-l -a -t < data/spam/004"", \&patterns_run_cb)); ok_all_patterns(); index: db_based_whitelist_ips.t =================================================================== rcs file: /cvsroot/spamassassin/spamassassin/t/db_based_whitelist_ips.t,v retrieving revision 1.2 retrieving revision 1.3 diff -b -w -u -d -r1.2 -r1.3 --- db_based_whitelist_ips.t 26 sep 2002 17:15:04 -0000 1.2 +++ db_based_whitelist_ips.t 2 oct 2002 13:20:33 -0000 1.3 @@ -2,7 +2,7 @@ use lib '.'; use lib 't'; use satest; sa_t_init(""db_based_whitelist_ips""); -use test; begin { plan tests => 3 }; +use test; begin { plan tests => 8 }; # --------------------------------------------------------------------------- @@ -15,18 +15,18 @@ %patterns = %is_nonspam_patterns; -sarun (""--remove-addr-from-whitelist whitelist_test\@whitelist.spamassassin.taint.org"", \&patterns_run_cb); +ok (sarun (""--remove-addr-from-whitelist whitelist_test\@whitelist.spamassassin.taint.org"", \&patterns_run_cb)); # 3 times, to get into the whitelist: -sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb); -sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb); -sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb); +ok (sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb)); +ok (sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb)); +ok (sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb)); # now check ok (sarun (""-l -a -t < data/nice/002"", \&patterns_run_cb)); ok_all_patterns(); %patterns = %is_spam_patterns; -sarun (""-l -a -t < data/spam/007"", \&patterns_run_cb); +ok (sarun (""-l -a -t < data/spam/007"", \&patterns_run_cb)); ok_all_patterns(); ------------------------------------------------------- this sf.net email is sponsored by:thinkgeek welcome to geek heaven. http://thinkgeek.com/sf _______________________________________________ spamassassin-commits mailing list spamassassin-commits@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-commits",0
308,308,"brian r. melcer said: >> i've got spamassassin installed and tested on macos x 10.1.5, >> although there are issues with spamd still. so in addition to >> looking for new and different uses for sa, i'd like to hear >> from folks using it under macos x. > > i just recently converted our sa setup to use amavisd into our postfix amavisd or amavisd-new? if the latter, you don't need spamd running, since amavisd-new calls sa functions directly. -- pgp fingerprint: 0aa8 dc47 cb63 ae3f c739 6bf9 9ab4 1ef6 5aa5 bcdf member, leaf project <http://leaf.sourceforge.net> aim: mikeleone public key - <http://www.mike-leone.com/~turgon/turgon-public-key.asc> some days you're the pigeon; some days you're the statue. random thought: -------------- ------------------------------------------------------- this sf.net email is sponsored by: osdn - tired of that same old cell phone? get a new here for free! https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390 _______________________________________________ spamassassin-talk mailing list spamassassin-talk@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-talk",0
309,309,"adam l. beberg wrote: > forwarding me stuff from a list is hardly handing me a job. i was talking about the open reqs at kana (the company i work for). oh, but programming in java is beneath you. - joe",0
310,310,">>>>> ""m"" == mike masnick <mike@techdirt.com> writes: m> in which world are we talking about? that may be true for the m> first sale, but once something is out in the world, the m> ""creator"" loses control... if i buy a chair you built, and then m> decide to give it away to my neighbor, by you're definition, he m> just stole from you. i don't endorse the whole riaa thing, but to be accurate, you would have to duplicate the chair so that both you and your neighbour could continue to sit down, and yes, i suppose that would be more serious. they can sit on /your/ copy, but if you start churning out exact dups of a name-brand artifact, people with law degrees start to smell money. for example, i could copy a gibson guitar /exactly/ so long as (a) i don't put orville's name on the headstock and (b) i license the patented bracing methods. if i instead try to sell a homebuilt guitar on ebay with ""gibson"" written in crayon on the headstock, and then claim it is a true les paul limited edition, i expect people would get upset. m> why is it that people don't understand that giving stuff away m> is a perfectly acceptable tactic in capitalist businesses? to play the devil's advocate here, it's not about giving /stuff/ away, it is about granting endless and cascading duplication/distribution rights. even if _i_ only make the copy i give to you, that doesn't stop you from making 10000 copies to sell. m> access to free stuff often helps to sell other stuff. this is the difficult question: how will they draw the distinction? the ""other stuff"" is just as easy to duplicate as the free stuff. this is why ms is hunting people with illegal windows; it's no harder to dup than a linux cd, only what is there that actually prevents people from doing it? personally, i don't think the issue should have anything to do with sales or units. the issue is that basic phallacy that says a suit should be able to ""own"" someone else's intellectual property. sarah mclaughlin isn't suing you, it's her label's legal dept because it's the label who stands to lose; sarah's already fat beyond her wildest dreams, so a few bucks here or there, or even if the well dried up tomorrow, it's not going to really traumatize her (unless she's been blazingly stupid with her money) but the label ... like disney and mickey, they need the cash cow so they can keep all sorts of uncreative hangers-on in limos and coke. if you thought only elvis or brian jones or dennis wilson had problems with beautiful-people deadbeat leech ""friends"" draining their riches, think again. the problem is really very simple because it is semantic, and until we make the semantic flip, it's unsolvable, but like trisecting an angle, all it takes is looking at the same situation in a different way. here's the revelation: elvis never ever made a hit record. elvis didn't make the hits, his /fans/ made the hits. his fans did the work cleaning toilets, manning the convenience stores, driving milk trucks, sitting at endless office desks, they did the /real/ labour that paid for every last one of elvis presley's pills. all elvis did was sing into a microphone every so often, and pen or collect the odd song that all those /people/ liked and wanted as something of their own. but it's not _elvis_ who made them universal statements, it is the universe of fans who slurped the songs into their own lives, it was pull-technology, not push. therefore the question becomes: how many times must these fans pay before they own what they themselves have created? they pay royalties for listening to the radio, for blank tapes, for concert tickets, for a beer in a bar with a cover band ... they pay over and over and over again for the /right/ to make some hack writer's song /their/ favourite song???? that's where the whole system has been seriously warped by the record companies and ad companies reframing it into your thinking that it is the elvis who makes the elvis. it's not. it's the people who make them; the songs are already theirs. -- gary lawrence murphy <garym@teledyn.com> teledynamics communications inc business advantage through community software : http://www.teledyn.com ""computers are useless. they can only give you answers.""(pablo picasso)",0
311,311,"not exactly new bits, but i enjoyed seeing the economist pick up on the similarity between computer and social networks: http://www.economist.com/science/displaystory.cfm?story_id=1365118 _________________________________________________________________ chat with friends online, try msn messenger: http://messenger.msn.com",0
312,312,"less obscure haiku buy a puppy, ro! they are chick magnets. master ventriloquism. gg -----original message----- from: fork-admin@xent.com [mailto:fork-admin@xent.com]on behalf of tom sent: wednesday, september 18, 2002 7:13 pm to: r. a. hettinga cc: fork@example.com subject: re: aa meetings the hottest place to meet women with big bucks on wed, 18 sep 2002, r. a. hettinga wrote: --]aa meetings the hottest place to meet women with big bucks and, as always, you can take a page out of fight club and start showing up at all sorts of support groups. look what it did for marla and jack... ""jack you can't have *both* parasites. you take blood parasites and -- marla i want brain parasites. she opens another dryer and does the same thing again. pg 19 jack okay. i'll take blood parasites and i'll take organic brain dementia and -- marla i want that. jack you can't have the whole brain! marla so far, you have four and i have two! jack well, then, take blood parasites. now, we each have three. marla so, we each have three -- that's six. what about the seventh day? i want ascending bowel cancer. jack *i* want ascending bowel cancer. marla that's your favorite, too? tried to slip it by me, huh? jack we'll split it. you get it the first and third sunday of the month. marla deal.""",0
313,313,"[neale pickett] > i hacked up something to turn wordinfo into a tuple before pickling, that's what wordinfo.__getstate__ does. > and then turn the tuple back into wordinfo right after unpickling. likewise for wordinfo.__setstate__. > without this hack, my database was 21549056 bytes. after, it's 9945088 bytes. > that's a 50% savings, not a bad optimization. i'm not sure what you're doing, but suspect you're storing individual wordinfo pickles. if so, most of the administrative pickle bloat is due to that, and doesn't happen if you pickle an entire classifier instance directly. > so my question is, would it be too painful to ditch wordinfo in favor of > a straight out tuple? (or list if you'd rather, although making it a > tuple has the nice side-effect of forcing you to play nice with my > dbdict class). > > i hope doing this sort of optimization isn't too far distant from the > goal of this project, even though readme.txt says it is :) > > diff attached. i'm not comfortable checking this in, i think it's healthy that you're uncomfortable checking things in with > + # xxx: kludge kludge kludge. comments <wink>. > since i don't really like how it works (i'd rather just get rid of wordinfo). > but i guess it proves the point :) i'm not interested in optimizing anything yet, and get many benefits from the *ease* of working with utterly vanilla python instance objects. lots of code all over picks these apart for display and analysis purposes. very few people have tried this code yet, and there are still many questions about it (see, e.g., jeremy's writeup of his disappointing first-time experiences today). let's keep it as easy as possible to modify for now. if you're desparate to save memory, write a subclass? other people are free to vote in other directions, of course <wink>.",0
314,314,"r. a. hettinga wrote: >-----begin pgp signed message----- >hash: sha1 > >at 11:15 am -0400 on 9/22/02, geege schuman wrote: > > > > >>most of them seem to have ivy league educations, or are ivy league >>dropouts suggesting to me that they weren't exactly poor to start >>with. >> >> > >actually, if i remember correctly from discussion of the list's >composition in forbes about five or six years ago, the *best* way to >get on the forbes 400 is to have *no* college at all. can you say >""bootstraps"", boys and girls? i knew you could... > > sure - discussion in forbes - rigorous research, that. especially when the data in their own list contradicts them. i continue to look at the list and all the ""inherited, growed"" entries. i guess if i read it enough times my vision will clear. >[given that an undergraduate liberal arts degree from a state school, >like, say, mine, :-), is nothing but stuff they should have taught >you in a government-run ""high"" school, you'll probably get more of >*those* on the forbes 400 as well as time goes on. if we ever get >around to having a good old fashioned government-collapsing >transfer-payment depression (an economic version of this summer's >government-forest conflagration, caused by the same kind of >innumeracy that not clear-cutting enough forests did out west this >summer :-)) that should motivate more than a few erst-slackers out >there, including me, :-), to learn to actually feed themselves.] > > >the *next* category on the forbes 400 list is someone with a >""terminal"" professional degree, like an mba, phd, md, etc., from the >best school possible. > >why? because, as of about 1950, the *best* way to get into harvard, >for instance, is to be *smart*, not rich. don't take my word for it, >ask their admissions office. look at the admissions stats over the >years for proof. > > i, at on point, looked into stanford business school. after learning that tuition was > 20k, no financial aid was available, and part-time work was disallowed, this smart person decided that i was not willing to spend the $150 application fee (non-refundable). during attendance at my local business school, i was told repeatedly i should have gone for it - to quote a prof, (northwestern mba), it has nothing to do with the education you receive - in general european (and canadian) business schools are better and more innovative - its the connections. he used the words ""american nobility."" >meritocracy, american style, was *invented* at the ivy league after >world war ii. even stanford got the hint, :-), and, of course, >chicago taught them all how, right? :-). practically *nobody* who >goes to a top-20 american institution of higher learning can actually >afford to go there these days. unless, of course, their parents, who >couldn't afford to go there themselves, got terminal degrees in the >last 40 years or so. and their kids *still* had to get the grades, >and ""biased"" (by intelligence :-)), test scores, to get in. > > ""invented"" being the right word. dubya went to yale and hbs. i guess ""practically"" gets you around that problem. > >the bizarre irony is that almost all of those people with ""terminal"" >degrees, until they actually *own* something and *hire* people, or >learn to *make* something for a living all day on a profit and loss >basis, persist in the practically insane belief, like life after >death, that economics is some kind of zero sum game, that dumb people >who don't work hard for it make all the money, and, if someone *is* >smart, works hard, and is rich, then they stole their wealth somehow. > >btw, none of you guys out there holding the short end of this >rhetorical stick can blame *me* for the fact that i'm using it to >beat you severely all over your collective head and shoulders. you >were, apparently, too dumb to grab the right end. *i* went to >missouri, and *i* don't have a degree in anything actually useful, >much less a ""terminal"" one, which means *i*'m broker than anyone on >this list -- it's just that *you*, of all people, lots with >educations far surpassing my own, should just plain know better. the >facts speak for themselves, if you just open your eyes and *look*. >there are no epicycles, the universe does not orbit the earth, and >economics is not a zero-sum game. the cost of anything, including >ignorance and destitution, is the forgone alternative, in this case, >intelligence and effort. > >[i will, however, admit to being educated *waay* past my level of >competence, and, by the way *you* discuss economics, so have you, >apparently.] > > > its interesting but in this part of the world (nova scotia) a recent study found that college graduates earn less than graduates of 2 year community colleges (trade schools). they did decline to mention that the demand for some trades is so great that some of them are demanding university degrees to get in. just for the record - the average salary for a university graduate (including advanced degree holders) here is c$ 21,000 -- < $14,000 us. no wonder half of san francisco has set up here - we have a whole whack of call centers that have arrived here in the last couple of years - i think they hire some entry level it people for around $10 ($6 us) an hour, which of course, fits perfectly for me - my entry level job, in 1986, paid $11.00 an hour. the fundamental difference is that most of the jobs that require a trade are *unionized*.in other words, in this part of the world, for the vast majority of people, union dues are a better investment than tuition. the counter-argument to this is that many college graduates leave for better work elsewhere, but the counter-counter argument is that we are the thin edge (one of several really - prison labor in the us would be another) of third-world wages and work practices coming to north america. i worked at a company that had a 14-year wage freeze. the fact that they could maintain that (and prosper) just says volumes about the economy in this part of the world. i met many people there, like me, who felt that was fine, i can vote with my feet. they didn't quite realize that just about every large employer in the area has similar, or worse, policies. anyway eventually they started a union drive. during the vote, retired employees were brought in by the employer (rumours were that they were paid the going rate for a vote around here - a bottle of rum) and somehow allowed to vote . the union filed a grievance - which was denied - by a minister of labour, who, hey, guess what - used to be a vp at the company. that's free labor markets at work. the business continues to prosper - as i was told when i was there - it is a cash cow as long as the joa (joint operating agreement) with the competing paper is in place. and if you think that any of those wonderful american companies, out of some free-enterprise belief in competing for the best talent, are going to do anything about that, sorry, most of them received generous subsidies, in return, i'm sure, for an understanding about the labor markets here. > >btw, if we ever actually *had* free markets in this country, >*including* the abolition of redistributive income and death taxes, >all those smart people in the forbes 400 would have *more* money, and >there would be *more* self-made people on that list. in addition, >most of the people who *inherited* money on the list would have >*much* less of it, not even relatively speaking. finally, practically >all of that ""new"" money would have come from economic efficiency and >not ""stolen"" from someone else, investment bubbles or not. > >that efficiency is called ""progress"", for those of you in the >people's republics of berkeley or cambridge. it means more and better >stuff, cheaper, over time -- a terrible, petit-bourgeois concept >apparently not worthy of teaching by the educational elite, or you'd >know about it by now. in economic terms, it's also called an increase >in general welfare, and, no, virginia, i'm not talking about >extorting money from someone who works, and giving it to someone who >doesn't in order to keep them from working and they can think of some >politician as santa claus come election time... > > much as i like to accept what you say - i do believe in free markets , i have difficulty finding any - except of course for labor markets, which governments go to great lengths to protect (well unless the supply is tight) it was a great run with the technology industry - producing most of the self-made billionaires on the list, but now we've got a government-sponsored monopoly, and the concept of ""more stuff, cheaper"" which it has always promised - seems to be disappearing. a particularly galling example is high-speed internet access. an article i read a couple of years ago that it is an area where the pricing approaches of the it industry (cheaper, better or you die) and the telecom industry (maintain your monopoly through regulation, and get guaranteed price increases through the same regulators) meet. sadly to say, the telecom industry seems to have won. the whole entertainment industry/riaa/palladium thing seems to be another instance where actually giving value to the customer seems less important than using regulation to reduce competition and substitute products in order to produce profits for the favored few. > >in short, then, economics is not a zero sum game, property is not >theft, the rich don't get rich off the backs of the poor, and >redistributionist labor ""theory"" of value happy horseshit is just >that: horseshit, happy or otherwise. > >to believe otherwise, is -- quite literally, given the time marx >wrote capital and the manifesto -- romantic nonsense. > > i usually agree - but when there's a republican in office - i feel like they're the biggest believers in the manifesto, in reverse. create a reserve pool of labor, reduce the rights of that ""proletariat"" you've just created with bogus ""law and order"" policies , concentrate capital in the hands of a few (ideally people who can get you reelected) and the economy will take care of itself. oh, and lie - use the word ""compassionate"" a lot. i guess i tend to believe that a certain amount of poverty reduction actually helps a modern capitalist state - the basic economic tenet of the republic party seems to be the more homeless under each overpass, the more efficient the rest of us will be. and the facts are, for most people in the western world are declining standards of living, declining benefits, disappearing social safety net, greater working hours, essentially since the entrance of women into the work force (not blaming women in any way, they have a right to work but its now 2 wage-earners in each family and still declining standards of living) is the reality. again to quote that wonderfully liberal document i keep coming back to - the cia world factbook - on the us economy: ""since 1975, practically all the gains in household income have gone to the top 20% of households"" owen",0
315,315,"url: http://www.newsisfree.com/click/-4,8278079,215/ date: 2002-09-26t14:43:59+01:00 *comment:* the success of the mass demonstrations against the vietnam war show why this saturday's stop the war march is so important, says *paul foot*.",0
316,316,"url: http://www.newsisfree.com/click/-2,8421991,1717/ date: 2002-10-01t07:33:15+01:00 (orange-today.co)",0
